MUNICIPIO,Ano,Codigo,Area,Nome,BACIA
Governador Mangabeira,2010,2911600,504.399408,Formação Florestal,Baixo
Ichu,2010,2913309,966.242884,Formação Florestal,Baixo
Ipecaetá,2010,2913804,1133.440669,Formação Florestal,Baixo
Ipirá,2010,2914000,9640.704057,Formação Florestal,Baixo
Itatim,2010,2916856,2104.32487,Formação Florestal,Baixo
Jaguaripe,2010,2917805,48.973768,Formação Florestal,Baixo
Maragogipe,2010,2920601,14810.619638,Formação Florestal,Baixo
Muritiba,2010,2922300,431.481561,Formação Florestal,Baixo
Nazaré,2010,2922508,59.886352,Formação Florestal,Baixo
Pé de Serra,2010,2924058,3837.2994,Formação Florestal,Baixo
Rafael Jambeiro,2010,2925956,2220.904813,Formação Florestal,Baixo
Riachão do Jacuípe,2010,2926301,3827.386226,Formação Florestal,Baixo
Salinas da Margarida,2010,2927309,35.219669,Formação Florestal,Baixo
Santa Bárbara,2010,2927507,728.482132,Formação Florestal,Baixo
Santa Terezinha,2010,2928505,3635.314132,Formação Florestal,Baixo
Santo Estêvão,2010,2928802,579.325665,Formação Florestal,Baixo
São Félix,2010,2929008,1547.312607,Formação Florestal,Baixo
São Gonçalo dos Campos,2010,2929305,704.094783,Formação Florestal,Baixo
Sapeaçu,2010,2929602,9.069063,Formação Florestal,Baixo
Saubara,2010,2929750,965.080268,Formação Florestal,Baixo
Serra Preta,2010,2930402,3019.768182,Formação Florestal,Baixo
Serrinha,2010,2930501,1593.265959,Formação Florestal,Baixo
Tanquinho,2010,2931103,2096.093401,Formação Florestal,Baixo
Anguera,2022,2901502,392.611202,Formação Florestal,Baixo
Antônio Cardoso,2022,2901700,1283.908593,Formação Florestal,Baixo
Barrocas,2022,2903276,167.061976,Formação Florestal,Baixo
Cabaceiras do Paraguaçu,2022,2904852,480.737228,Formação Florestal,Baixo
Cachoeira,2022,2904902,11235.854511,Formação Florestal,Baixo
Candeal,2022,2906402,1819.986704,Formação Florestal,Baixo
Castro Alves,2022,2907301,1759.176207,Formação Florestal,Baixo
Conceição da Feira,2022,2908200,1458.314558,Formação Florestal,Baixo
Conceição do Coité,2022,2908408,1105.685628,Formação Florestal,Baixo
Cruz das Almas,2022,2909802,613.154296,Formação Florestal,Baixo
Feira de Santana,2022,2910800,2185.061212,Formação Florestal,Baixo
Governador Mangabeira,2022,2911600,1000.768847,Formação Florestal,Baixo
Ichu,2022,2913309,518.681845,Formação Florestal,Baixo
Ipecaetá,2022,2913804,1907.42441,Formação Florestal,Baixo
Ipirá,2022,2914000,4570.991652,Formação Florestal,Baixo
Itatim,2022,2916856,2470.316362,Formação Florestal,Baixo
Jaguaripe,2022,2917805,51.401768,Formação Florestal,Baixo
Maragogipe,2022,2920601,16177.455325,Formação Florestal,Baixo
Muritiba,2022,2922300,509.966343,Formação Florestal,Baixo
Nazaré,2022,2922508,63.999565,Formação Florestal,Baixo
Pé de Serra,2022,2924058,402.410189,Formação Florestal,Baixo
Rafael Jambeiro,2022,2925956,4722.339713,Formação Florestal,Baixo
Riachão do Jacuípe,2022,2926301,906.544685,Formação Florestal,Baixo
Salinas da Margarida,2022,2927309,35.17715,Formação Florestal,Baixo
Santa Bárbara,2022,2927507,396.446025,Formação Florestal,Baixo
Santa Terezinha,2022,2928505,6052.655415,Formação Florestal,Baixo
Santo Estêvão,2022,2928802,1468.384107,Formação Florestal,Baixo
São Félix,2022,2929008,1660.393533,Formação Florestal,Baixo
São Gonçalo dos Campos,2022,2929305,1232.326957,Formação Florestal,Baixo
Sapeaçu,2022,2929602,55.935261,Formação Florestal,Baixo
Saubara,2022,2929750,936.346227,Formação Florestal,Baixo
Serra Preta,2022,2930402,1279.108884,Formação Florestal,Baixo
Serrinha,2022,2930501,2306.562846,Formação Florestal,Baixo
Tanquinho,2022,2931103,779.815844,Formação Florestal,Baixo
Baixa Grande,2000,2902609,15405.927268,Formação Florestal,Médio
Boa Vista do Tupim,2000,2903805,37951.783662,Formação Florestal,Médio
Bonito,2000,2904050,31221.226618,Formação Florestal,Médio
Capela do Alto Alegre,2000,2906857,1471.21243,Formação Florestal,Médio
Capim Grosso,2000,2906873,177.040948,Formação Florestal,Médio
Gavião,2000,2911253,443.97503,Formação Florestal,Médio
Iaçu,2000,2911907,13315.187485,Formação Florestal,Médio
Ibiquera,2000,2912608,5729.306187,Formação Florestal,Médio
Itaberaba,2000,2914703,34580.881744,Formação Florestal,Médio
Lajedinho,2000,2919009,6800.545676,Formação Florestal,Médio
Macajuba,2000,2919603,11559.156461,Formação Florestal,Médio
Mairi,2000,2920106,17940.113864,Formação Florestal,Médio
Maracás,2000,2920502,1274.05888,Formação Florestal,Médio
Marcionílio Souza,2000,2920809,2057.926869,Formação Florestal,Médio
Miguel Calmon,2000,2921203,28410.173056,Formação Florestal,Médio
Milagres,2000,2921302,427.134606,Formação Florestal,Médio
Morro do Chapéu,2000,2921708,97591.510964,Formação Florestal,Médio
Mundo Novo,2000,2922102,70936.721274,Formação Florestal,Médio
Nova Fátima,2000,2922730,541.138874,Formação Florestal,Médio
Nova Itarana,2000,2922805,49.563047,Formação Florestal,Médio
Pintadas,2000,2924652,1608.610918,Formação Florestal,Médio
Piritiba,2000,2924801,21953.825235,Formação Florestal,Médio
Planaltino,2000,2924900,161.656918,Formação Florestal,Médio
Quixabeira,2000,2925931,271.203544,Formação Florestal,Médio
Retirolândia,2000,2926103,726.722089,Formação Florestal,Médio
Ruy Barbosa,2000,2927200,42340.321149,Formação Florestal,Médio
Santaluz,2000,2928000,401.878397,Formação Florestal,Médio
São Domingos,2000,2928950,656.867849,Formação Florestal,Médio
São José do Jacuípe,2000,2929370,1078.808745,Formação Florestal,Médio
Serrolândia,2000,2930600,122.369259,Formação Florestal,Médio
Tapiramutá,2000,2931301,35856.181286,Formação Florestal,Médio
Utinga,2000,2932804,23662.617037,Formação Florestal,Médio
Valente,2000,2933000,931.099889,Formação Florestal,Médio
Várzea da Roça,2000,2933059,2207.463861,Formação Florestal,Médio
Várzea do Poço,2000,2933109,971.249369,Formação Florestal,Médio
Wagner,2000,2933406,15326.362502,Formação Florestal,Médio
Baixa Grande,2010,2902609,16329.465575,Formação Florestal,Médio
Boa Vista do Tupim,2010,2903805,34323.743972,Formação Florestal,Médio
Bonito,2010,2904050,31109.848574,Formação Florestal,Médio
Capela do Alto Alegre,2010,2906857,2785.085097,Formação Florestal,Médio
Capim Grosso,2010,2906873,193.590013,Formação Florestal,Médio
Gavião,2010,2911253,1423.356885,Formação Florestal,Médio
Iaçu,2010,2911907,13582.597971,Formação Florestal,Médio
Ibiquera,2010,2912608,5014.792166,Formação Florestal,Médio
Itaberaba,2010,2914703,36224.605271,Formação Florestal,Médio
Lajedinho,2010,2919009,6040.546349,Formação Florestal,Médio
Macajuba,2010,2919603,12171.095279,Formação Florestal,Médio
Mairi,2010,2920106,15581.091132,Formação Florestal,Médio
Maracás,2010,2920502,1491.393892,Formação Florestal,Médio
Marcionílio Souza,2010,2920809,2062.269021,Formação Florestal,Médio
Miguel Calmon,2010,2921203,27149.676872,Formação Florestal,Médio
Milagres,2010,2921302,400.619216,Formação Florestal,Médio
Morro do Chapéu,2010,2921708,97993.932641,Formação Florestal,Médio
Mundo Novo,2010,2922102,67443.019468,Formação Florestal,Médio
Nova Fátima,2010,2922730,2444.827887,Formação Florestal,Médio
Nova Itarana,2010,2922805,51.607727,Formação Florestal,Médio
Pintadas,2010,2924652,5589.390748,Formação Florestal,Médio
Piritiba,2010,2924801,20673.043945,Formação Florestal,Médio
Planaltino,2010,2924900,521.356025,Formação Florestal,Médio
Quixabeira,2010,2925931,358.616846,Formação Florestal,Médio
Retirolândia,2010,2926103,1779.432391,Formação Florestal,Médio
Ruy Barbosa,2010,2927200,40204.711401,Formação Florestal,Médio
Santaluz,2010,2928000,987.814594,Formação Florestal,Médio
São Domingos,2010,2928950,2574.147016,Formação Florestal,Médio
São José do Jacuípe,2010,2929370,2295.427682,Formação Florestal,Médio
Serrolândia,2010,2930600,219.704244,Formação Florestal,Médio
Tapiramutá,2010,2931301,34742.020169,Formação Florestal,Médio
Utinga,2010,2932804,22954.124048,Formação Florestal,Médio
Valente,2010,2933000,3560.995781,Formação Florestal,Médio
Várzea da Roça,2010,2933059,1931.707248,Formação Florestal,Médio
Várzea do Poço,2010,2933109,587.926897,Formação Florestal,Médio
Wagner,2010,2933406,13861.992944,Formação Florestal,Médio
Baixa Grande,2022,2902609,14484.503203,Formação Florestal,Médio
Boa Vista do Tupim,2022,2903805,40616.615352,Formação Florestal,Médio
Bonito,2022,2904050,30404.982814,Formação Florestal,Médio
Capela do Alto Alegre,2022,2906857,350.466102,Formação Florestal,Médio
Capim Grosso,2022,2906873,127.386154,Formação Florestal,Médio
Gavião,2022,2911253,137.742621,Formação Florestal,Médio
Iaçu,2022,2911907,13917.852767,Formação Florestal,Médio
Ibiquera,2022,2912608,6322.131486,Formação Florestal,Médio
Itaberaba,2022,2914703,35969.54441,Formação Florestal,Médio
Lajedinho,2022,2919009,6465.395118,Formação Florestal,Médio
Macajuba,2022,2919603,11676.595111,Formação Florestal,Médio
Mairi,2022,2920106,12570.053779,Formação Florestal,Médio
Maracás,2022,2920502,1823.30185,Formação Florestal,Médio
Marcionílio Souza,2022,2920809,2012.176751,Formação Florestal,Médio
Miguel Calmon,2022,2921203,26722.595133,Formação Florestal,Médio
Milagres,2022,2921302,418.888586,Formação Florestal,Médio
Morro do Chapéu,2022,2921708,96862.910477,Formação Florestal,Médio
Mundo Novo,2022,2922102,66096.687038,Formação Florestal,Médio
Nova Fátima,2022,2922730,147.65578,Formação Florestal,Médio
Nova Itarana,2022,2922805,71.620875,Formação Florestal,Médio
Pintadas,2022,2924652,473.924898,Formação Florestal,Médio
Piritiba,2022,2924801,20452.653265,Formação Florestal,Médio
Planaltino,2022,2924900,673.237033,Formação Florestal,Médio
Quixabeira,2022,2925931,223.673295,Formação Florestal,Médio
Retirolândia,2022,2926103,447.005725,Formação Florestal,Médio
Ruy Barbosa,2022,2927200,43765.469628,Formação Florestal,Médio
Santaluz,2022,2928000,646.31987,Formação Florestal,Médio
São Domingos,2022,2928950,489.450107,Formação Florestal,Médio
São José do Jacuípe,2022,2929370,825.59237,Formação Florestal,Médio
Serrolândia,2022,2930600,193.246823,Formação Florestal,Médio
Tapiramutá,2022,2931301,33537.449247,Formação Florestal,Médio
Utinga,2022,2932804,22448.813017,Formação Florestal,Médio
Valente,2022,2933000,911.466781,Formação Florestal,Médio
Várzea da Roça,2022,2933059,1223.95007,Formação Florestal,Médio
Várzea do Poço,2022,2933109,381.470455,Formação Florestal,Médio
Wagner,2022,2933406,14004.310295,Formação Florestal,Médio
Andaraí,2000,2901304,40926.978604,Formação Savânica,Alto
Barra da Estiva,2000,2902807,5935.290423,Formação Savânica,Alto
Barro Alto,2000,2903235,3111.884907,Formação Savânica,Alto
Boninal,2000,2904001,52638.074148,Formação Savânica,Alto
Ibicoara,2000,2912202,21558.099376,Formação Savânica,Alto
Ibitiara,2000,2913002,3580.848253,Formação Savânica,Alto
Iramaia,2000,2914307,24504.514997,Formação Savânica,Alto
Iraquara,2000,2914406,41690.348938,Formação Savânica,Alto
Itaetê,2000,2915007,57804.39801,Formação Savânica,Alto
Lençóis,2000,2919306,21423.076693,Formação Savânica,Alto
Mucugê,2000,2921906,71012.956399,Formação Savânica,Alto
Mulungu do Morro,2000,2922052,20698.53074,Formação Savânica,Alto
Nova Redenção,2000,2922854,19393.666258,Formação Savânica,Alto
Novo Horizonte,2000,2923035,76.751626,Formação Savânica,Alto
Palmeiras,2000,2923506,34413.013575,Formação Savânica,Alto
Piatã,2000,2924306,29011.634576,Formação Savânica,Alto
Seabra,2000,2929909,74662.47906,Formação Savânica,Alto
Souto Soares,2000,2930808,26681.497893,Formação Savânica,Alto
Andaraí,2010,2901304,40625.960282,Formação Savânica,Alto
Barra da Estiva,2010,2902807,5967.359391,Formação Savânica,Alto
Barro Alto,2010,2903235,2800.385489,Formação Savânica,Alto
Boninal,2010,2904001,53594.793734,Formação Savânica,Alto
Ibicoara,2010,2912202,18850.43726,Formação Savânica,Alto
Ibitiara,2010,2913002,3325.471281,Formação Savânica,Alto
Iramaia,2010,2914307,21656.893862,Formação Savânica,Alto
Iraquara,2010,2914406,44544.210041,Formação Savânica,Alto
Itaetê,2010,2915007,53020.493137,Formação Savânica,Alto
Lençóis,2010,2919306,21378.260154,Formação Savânica,Alto
Mucugê,2010,2921906,68078.678858,Formação Savânica,Alto
Mulungu do Morro,2010,2922052,19820.057677,Formação Savânica,Alto
Nova Redenção,2010,2922854,14777.981264,Formação Savânica,Alto
Novo Horizonte,2010,2923035,69.488499,Formação Savânica,Alto
Palmeiras,2010,2923506,35595.293638,Formação Savânica,Alto
Piatã,2010,2924306,31103.098016,Formação Savânica,Alto
Seabra,2010,2929909,78926.627833,Formação Savânica,Alto
Souto Soares,2010,2930808,25621.557249,Formação Savânica,Alto
Andaraí,2022,2901304,40478.669077,Formação Savânica,Alto
Barra da Estiva,2022,2902807,6600.210504,Formação Savânica,Alto
Barro Alto,2022,2903235,2481.220246,Formação Savânica,Alto
Boninal,2022,2904001,49859.96746,Formação Savânica,Alto
Ibicoara,2022,2912202,18974.040619,Formação Savânica,Alto
Ibitiara,2022,2913002,3416.031257,Formação Savânica,Alto
Iramaia,2022,2914307,20826.832317,Formação Savânica,Alto
Iraquara,2022,2914406,37178.278812,Formação Savânica,Alto
Itaetê,2022,2915007,52626.382465,Formação Savânica,Alto
Lençóis,2022,2919306,24065.43125,Formação Savânica,Alto
Mucugê,2022,2921906,63314.28295,Formação Savânica,Alto
Mulungu do Morro,2022,2922052,16989.077771,Formação Savânica,Alto
Nova Redenção,2022,2922854,13166.179323,Formação Savânica,Alto
Novo Horizonte,2022,2923035,58.706541,Formação Savânica,Alto
Palmeiras,2022,2923506,33348.413381,Formação Savânica,Alto
Piatã,2022,2924306,31510.267974,Formação Savânica,Alto
Seabra,2022,2929909,72730.407054,Formação Savânica,Alto
Souto Soares,2022,2930808,22594.8239,Formação Savânica,Alto
Anguera,2000,2901502,3110.658694,Formação Savânica,Baixo
Antônio Cardoso,2000,2901700,2801.733974,Formação Savânica,Baixo
Barrocas,2000,2903276,2578.028857,Formação Savânica,Baixo
Cabaceiras do Paraguaçu,2000,2904852,1381.790539,Formação Savânica,Baixo
Cachoeira,2000,2904902,409.043307,Formação Savânica,Baixo
Candeal,2000,2906402,24050.263372,Formação Savânica,Baixo
Castro Alves,2000,2907301,4259.802682,Formação Savânica,Baixo
Conceição da Feira,2000,2908200,970.075293,Formação Savânica,Baixo
Conceição do Coité,2000,2908408,15567.268109,Formação Savânica,Baixo
Cruz das Almas,2000,2909802,326.804269,Formação Savânica,Baixo
Feira de Santana,2000,2910800,17321.847652,Formação Savânica,Baixo
Governador Mangabeira,2000,2911600,1108.56474,Formação Savânica,Baixo
Ichu,2000,2913309,9355.185608,Formação Savânica,Baixo
Ipecaetá,2000,2913804,12800.242818,Formação Savânica,Baixo
Ipirá,2000,2914000,72057.182951,Formação Savânica,Baixo
Itatim,2000,2916856,17347.146703,Formação Savânica,Baixo
Maragogipe,2000,2920601,495.768135,Formação Savânica,Baixo
Muritiba,2000,2922300,426.359796,Formação Savânica,Baixo
Nazaré,2000,2922508,1.28038,Formação Savânica,Baixo
Pé de Serra,2000,2924058,17125.682754,Formação Savânica,Baixo
Rafael Jambeiro,2000,2925956,35425.356566,Formação Savânica,Baixo
Riachão do Jacuípe,2000,2926301,41658.915644,Formação Savânica,Baixo
Santa Bárbara,2000,2927507,5305.577867,Formação Savânica,Baixo
Santa Terezinha,2000,2928505,13582.095317,Formação Savânica,Baixo
Santo Estêvão,2000,2928802,10775.337337,Formação Savânica,Baixo
São Félix,2000,2929008,284.94363,Formação Savânica,Baixo
São Gonçalo dos Campos,2000,2929305,2215.685658,Formação Savânica,Baixo
Sapeaçu,2000,2929602,74.293773,Formação Savânica,Baixo
Serra Preta,2000,2930402,14796.066407,Formação Savânica,Baixo
Serrinha,2000,2930501,11558.35198,Formação Savânica,Baixo
Tanquinho,2000,2931103,9852.469853,Formação Savânica,Baixo
Anguera,2010,2901502,2103.140968,Formação Savânica,Baixo
Antônio Cardoso,2010,2901700,780.576223,Formação Savânica,Baixo
Barrocas,2010,2903276,2228.609311,Formação Savânica,Baixo
Cabaceiras do Paraguaçu,2010,2904852,464.573326,Formação Savânica,Baixo
Cachoeira,2010,2904902,391.719013,Formação Savânica,Baixo
Candeal,2010,2906402,18481.628256,Formação Savânica,Baixo
Castro Alves,2010,2907301,2765.438281,Formação Savânica,Baixo
Conceição da Feira,2010,2908200,651.672598,Formação Savânica,Baixo
Conceição do Coité,2010,2908408,12377.854151,Formação Savânica,Baixo
Cruz das Almas,2010,2909802,176.774847,Formação Savânica,Baixo
Feira de Santana,2010,2910800,9857.556557,Formação Savânica,Baixo
Governador Mangabeira,2010,2911600,644.139465,Formação Savânica,Baixo
Ichu,2010,2913309,7642.904523,Formação Savânica,Baixo
Ipecaetá,2010,2913804,6852.349403,Formação Savânica,Baixo
Ipirá,2010,2914000,67807.618955,Formação Savânica,Baixo
Itatim,2010,2916856,17112.748505,Formação Savânica,Baixo
Maragogipe,2010,2920601,244.388068,Formação Savânica,Baixo
Muritiba,2010,2922300,153.097142,Formação Savânica,Baixo
Nazaré,2010,2922508,0.601395,Formação Savânica,Baixo
Pé de Serra,2010,2924058,14641.189313,Formação Savânica,Baixo
Rafael Jambeiro,2010,2925956,27693.900899,Formação Savânica,Baixo
Riachão do Jacuípe,2010,2926301,32458.491731,Formação Savânica,Baixo
Santa Bárbara,2010,2927507,4862.27509,Formação Savânica,Baixo
Santa Terezinha,2010,2928505,12653.604786,Formação Savânica,Baixo
Santo Estêvão,2010,2928802,5813.056141,Formação Savânica,Baixo
São Félix,2010,2929008,160.173673,Formação Savânica,Baixo
São Gonçalo dos Campos,2010,2929305,1631.610711,Formação Savânica,Baixo
Sapeaçu,2010,2929602,56.07117,Formação Savânica,Baixo
Serra Preta,2010,2930402,13151.93279,Formação Savânica,Baixo
Serrinha,2010,2930501,10172.051215,Formação Savânica,Baixo
Tanquinho,2010,2931103,6949.569823,Formação Savânica,Baixo
Anguera,2022,2901502,1440.734256,Formação Savânica,Baixo
Antônio Cardoso,2022,2901700,678.550209,Formação Savânica,Baixo
Barrocas,2022,2903276,2438.49803,Formação Savânica,Baixo
Cabaceiras do Paraguaçu,2022,2904852,396.292302,Formação Savânica,Baixo
Cachoeira,2022,2904902,117.895918,Formação Savânica,Baixo
Candeal,2022,2906402,15547.58893,Formação Savânica,Baixo
Castro Alves,2022,2907301,1199.253887,Formação Savânica,Baixo
Conceição da Feira,2022,2908200,171.138547,Formação Savânica,Baixo
Conceição do Coité,2022,2908408,12574.972604,Formação Savânica,Baixo
Cruz das Almas,2022,2909802,196.000991,Formação Savânica,Baixo
Feira de Santana,2022,2910800,7279.837034,Formação Savânica,Baixo
Governador Mangabeira,2022,2911600,458.993439,Formação Savânica,Baixo
Ichu,2022,2913309,8422.192631,Formação Savânica,Baixo
Ipecaetá,2022,2913804,6134.610173,Formação Savânica,Baixo
Ipirá,2022,2914000,45722.329196,Formação Savânica,Baixo
Itatim,2022,2916856,12902.569441,Formação Savânica,Baixo
Maragogipe,2022,2920601,128.395938,Formação Savânica,Baixo
Muritiba,2022,2922300,234.307355,Formação Savânica,Baixo
Nazaré,2022,2922508,0.000425,Formação Savânica,Baixo
Pé de Serra,2022,2924058,8267.741761,Formação Savânica,Baixo
Rafael Jambeiro,2022,2925956,25952.751738,Formação Savânica,Baixo
Riachão do Jacuípe,2022,2926301,24087.731036,Formação Savânica,Baixo
Santa Bárbara,2022,2927507,2883.059427,Formação Savânica,Baixo
Santa Terezinha,2022,2928505,10571.801585,Formação Savânica,Baixo
Santo Estêvão,2022,2928802,6255.497918,Formação Savânica,Baixo
São Félix,2022,2929008,98.761975,Formação Savânica,Baixo
São Gonçalo dos Campos,2022,2929305,992.021823,Formação Savânica,Baixo
Sapeaçu,2022,2929602,122.991997,Formação Savânica,Baixo
Serra Preta,2022,2930402,8758.480579,Formação Savânica,Baixo
Serrinha,2022,2930501,10311.651889,Formação Savânica,Baixo
Tanquinho,2022,2931103,6572.827047,Formação Savânica,Baixo
Baixa Grande,2000,2902609,42024.146104,Formação Savânica,Médio
Boa Vista do Tupim,2000,2903805,136451.024378,Formação Savânica,Médio
Bonito,2000,2904050,10711.204327,Formação Savânica,Médio
Capela do Alto Alegre,2000,2906857,14622.185169,Formação Savânica,Médio
Capim Grosso,2000,2906873,487.462217,Formação Savânica,Médio
Gavião,2000,2911253,10702.760184,Formação Savânica,Médio
Iaçu,2000,2911907,104290.862665,Formação Savânica,Médio
Ibiquera,2000,2912608,21002.031824,Formação Savânica,Médio
Itaberaba,2000,2914703,96202.784956,Formação Savânica,Médio
Lajedinho,2000,2919009,20528.072591,Formação Savânica,Médio
Macajuba,2000,2919603,35284.374972,Formação Savânica,Médio
Mairi,2000,2920106,41876.895538,Formação Savânica,Médio
Maracás,2000,2920502,25116.636276,Formação Savânica,Médio
Marcionílio Souza,2000,2920809,35990.890124,Formação Savânica,Médio
Miguel Calmon,2000,2921203,31749.985909,Formação Savânica,Médio
Milagres,2000,2921302,6926.858234,Formação Savânica,Médio
Morro do Chapéu,2000,2921708,121741.224927,Formação Savânica,Médio
Mundo Novo,2000,2922102,48078.017924,Formação Savânica,Médio
Nova Fátima,2000,2922730,12493.084037,Formação Savânica,Médio
Nova Itarana,2000,2922805,772.731098,Formação Savânica,Médio
Pintadas,2000,2924652,17206.451749,Formação Savânica,Médio
Piritiba,2000,2924801,52598.945234,Formação Savânica,Médio
Planaltino,2000,2924900,12169.437643,Formação Savânica,Médio
Quixabeira,2000,2925931,2328.629027,Formação Savânica,Médio
Retirolândia,2000,2926103,7615.18942,Formação Savânica,Médio
Ruy Barbosa,2000,2927200,64272.002676,Formação Savânica,Médio
Santaluz,2000,2928000,8400.794235,Formação Savânica,Médio
São Domingos,2000,2928950,15408.523168,Formação Savânica,Médio
São José do Jacuípe,2000,2929370,10699.113976,Formação Savânica,Médio
Serrolândia,2000,2930600,1416.02812,Formação Savânica,Médio
Tapiramutá,2000,2931301,25145.658898,Formação Savânica,Médio
Utinga,2000,2932804,12775.948353,Formação Savânica,Médio
Valente,2000,2933000,7475.419921,Formação Savânica,Médio
Várzea da Roça,2000,2933059,14689.214984,Formação Savânica,Médio
Várzea do Poço,2000,2933109,5871.761242,Formação Savânica,Médio
Wagner,2000,2933406,16736.936399,Formação Savânica,Médio
Baixa Grande,2010,2902609,37780.601623,Formação Savânica,Médio
Boa Vista do Tupim,2010,2903805,133773.04378,Formação Savânica,Médio
Bonito,2010,2904050,9569.437657,Formação Savânica,Médio
Capela do Alto Alegre,2010,2906857,12933.250761,Formação Savânica,Médio
Capim Grosso,2010,2906873,348.831634,Formação Savânica,Médio
Gavião,2010,2911253,9606.237226,Formação Savânica,Médio
Iaçu,2010,2911907,90798.628771,Formação Savânica,Médio
Ibiquera,2010,2912608,23122.204511,Formação Savânica,Médio
Itaberaba,2010,2914703,94481.042589,Formação Savânica,Médio
Lajedinho,2010,2919009,19984.022825,Formação Savânica,Médio
Macajuba,2010,2919603,28467.22753,Formação Savânica,Médio
Mairi,2010,2920106,34612.661693,Formação Savânica,Médio
Maracás,2010,2920502,24461.762252,Formação Savânica,Médio
Marcionílio Souza,2010,2920809,30577.632045,Formação Savânica,Médio
Miguel Calmon,2010,2921203,27851.267672,Formação Savânica,Médio
Milagres,2010,2921302,6030.406111,Formação Savânica,Médio
Morro do Chapéu,2010,2921708,116529.357212,Formação Savânica,Médio
Mundo Novo,2010,2922102,41700.708287,Formação Savânica,Médio
Nova Fátima,2010,2922730,9557.392658,Formação Savânica,Médio
Nova Itarana,2010,2922805,691.381691,Formação Savânica,Médio
Pintadas,2010,2924652,16883.202175,Formação Savânica,Médio
Piritiba,2010,2924801,39976.852997,Formação Savânica,Médio
Planaltino,2010,2924900,13119.764648,Formação Savânica,Médio
Quixabeira,2010,2925931,2300.984807,Formação Savânica,Médio
Retirolândia,2010,2926103,6010.775534,Formação Savânica,Médio
Ruy Barbosa,2010,2927200,57042.861173,Formação Savânica,Médio
Santaluz,2010,2928000,6388.553535,Formação Savânica,Médio
São Domingos,2010,2928950,13293.758849,Formação Savânica,Médio
São José do Jacuípe,2010,2929370,8748.169717,Formação Savânica,Médio
Serrolândia,2010,2930600,1216.7428,Formação Savânica,Médio
Tapiramutá,2010,2931301,21163.283566,Formação Savânica,Médio
Utinga,2010,2932804,11949.96827,Formação Savânica,Médio
Valente,2010,2933000,7366.861138,Formação Savânica,Médio
Várzea da Roça,2010,2933059,12369.153142,Formação Savânica,Médio
Várzea do Poço,2010,2933109,3775.029086,Formação Savânica,Médio
Wagner,2010,2933406,16347.466029,Formação Savânica,Médio
Baixa Grande,2022,2902609,36697.249269,Formação Savânica,Médio
Boa Vista do Tupim,2022,2903805,116171.965557,Formação Savânica,Médio
Bonito,2022,2904050,9471.439645,Formação Savânica,Médio
Capela do Alto Alegre,2022,2906857,7278.478094,Formação Savânica,Médio
Capim Grosso,2022,2906873,363.634737,Formação Savânica,Médio
Gavião,2022,2911253,3489.427753,Formação Savânica,Médio
Iaçu,2022,2911907,80288.334097,Formação Savânica,Médio
Ibiquera,2022,2912608,20552.5748,Formação Savânica,Médio
Itaberaba,2022,2914703,73296.602636,Formação Savânica,Médio
Lajedinho,2022,2919009,19004.015234,Formação Savânica,Médio
Macajuba,2022,2919603,27095.110626,Formação Savânica,Médio
Mairi,2022,2920106,47487.816232,Formação Savânica,Médio
Maracás,2022,2920502,20453.762191,Formação Savânica,Médio
Marcionílio Souza,2022,2920809,25806.570079,Formação Savânica,Médio
Miguel Calmon,2022,2921203,32425.858676,Formação Savânica,Médio
Milagres,2022,2921302,5034.675635,Formação Savânica,Médio
Morro do Chapéu,2022,2921708,114384.68499,Formação Savânica,Médio
Mundo Novo,2022,2922102,48300.087693,Formação Savânica,Médio
Nova Fátima,2022,2922730,4600.120492,Formação Savânica,Médio
Nova Itarana,2022,2922805,478.009833,Formação Savânica,Médio
Pintadas,2022,2924652,8683.908928,Formação Savânica,Médio
Piritiba,2022,2924801,44191.102,Formação Savânica,Médio
Planaltino,2022,2924900,11004.569184,Formação Savânica,Médio
Quixabeira,2022,2925931,3958.252381,Formação Savânica,Médio
Retirolândia,2022,2926103,4206.569873,Formação Savânica,Médio
Ruy Barbosa,2022,2927200,48624.637338,Formação Savânica,Médio
Santaluz,2022,2928000,4849.102279,Formação Savânica,Médio
São Domingos,2022,2928950,8382.94989,Formação Savânica,Médio
São José do Jacuípe,2022,2929370,6637.895508,Formação Savânica,Médio
Serrolândia,2022,2930600,2851.264073,Formação Savânica,Médio
Tapiramutá,2022,2931301,22355.138026,Formação Savânica,Médio
Utinga,2022,2932804,11575.732004,Formação Savânica,Médio
Valente,2022,2933000,6009.281819,Formação Savânica,Médio
Várzea da Roça,2022,2933059,17004.883136,Formação Savânica,Médio
Várzea do Poço,2022,2933109,7707.662309,Formação Savânica,Médio
Wagner,2022,2933406,16140.186783,Formação Savânica,Médio
Cachoeira,2000,2904902,1484.786549,Mangue,Baixo
Maragogipe,2000,2920601,1567.459825,Mangue,Baixo
São Félix,2000,2929008,10.368806,Mangue,Baixo
Saubara,2000,2929750,35.255028,Mangue,Baixo
Cachoeira,2010,2904902,1550.709568,Mangue,Baixo
Maragogipe,2010,2920601,1554.658079,Mangue,Baixo
São Félix,2010,2929008,10.707249,Mangue,Baixo
Saubara,2010,2929750,41.007074,Mangue,Baixo
Cachoeira,2022,2904902,1352.777889,Mangue,Baixo
Maragogipe,2022,2920601,1461.501936,Mangue,Baixo
